lab_start_dt,lab_sample_type,lab_id,lab_id_val,lab_processing,lab_incubator_placed,lab_incubator_removed,lab_p_weight,lab_sf_weight,lab_pa_weight,lab_1_group/lab_1_dil_tested,lab_1_group/lab_1_volume,lab_1_ecoli_reading_idexx,lab_1_ecoli_big_idexx,lab_1_ecoli_small_idexx,lab_2_group/lab_2_dil_tested,lab_2_group/lab_2_volume,lab_2_ecoli_reading_idexx,lab_2_ecoli_big_idexx,lab_2_ecoli_small_idexx,lab_3_dilution_performed,lab_3_group/lab_3_dil_tested,lab_3_group/lab_3_volume,lab_3_ecoli_reading_idexx,lab_3_ecoli_big_idexx,lab_3_ecoli_small_idexx,lab_notes,lab_enum,lab_photo,lab_end_dt,col_start_dt,col_end_dt,meta/instanceID,_uuid,_submission_time,_tags,_notes
2019-10-10T16:13:24.000+02:00,7,1505,1505,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,n/a,n/a,7,10,2,0,0,7,1,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,wilson,0,2019-11-01T08:14:47.000-04:00,2019-10-10T16:13:24.000+02:00,2019-11-01T08:14:47.000-04:00,uuid:7c46c26b-ba55-4e33-9ee6-d10fe96ea5cb,7c46c26b-ba55-4e33-9ee6-d10fe96ea5cb,2019-10-10T14:14:00,,
2019-10-10T16:15:23.000+02:00,8,1604,1604,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,n/a,390,7,1,2,0,0,6,1,2,0,0,1,5,1,2,0,0,n/a,dorcas,0,2019-10-10T16:21:09.000+02:00,2019-10-10T16:15:23.000+02:00,2019-10-10T16:21:09.000+02:00,uuid:cd64ea83-765f-44f1-80f5-ea252f9e8230,cd64ea83-765f-44f1-80f5-ea252f9e8230,2019-10-10T14:19:47,,
2019-10-10T16:21:09.000+02:00,8,1605,1605,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,n/a,340,7,1,2,0,0,6,1,2,0,0,1,5,1,2,0,0,n/a,dorcas,0,2019-10-10T16:22:51.000+02:00,2019-10-10T16:21:09.000+02:00,2019-10-10T16:22:51.000+02:00,uuid:cf5534c8-eda3-4ccb-bd07-c68a44d365bc,cf5534c8-eda3-4ccb-bd07-c68a44d365bc,2019-10-10T14:21:29,,
2019-10-10T16:22:51.000+02:00,10,1805,1805,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,124,n/a,7,10,2,0,0,7,1,2,0,0,1,6,1,2,0,0,n/a,wilson,0,2019-10-10T16:25:57.000+02:00,2019-10-10T16:22:51.000+02:00,2019-10-10T16:25:57.000+02:00,uuid:09a0b874-e9ef-4d2a-aad7-5e3127cba038,09a0b874-e9ef-4d2a-aad7-5e3127cba038,2019-10-10T14:24:37,,
2019-10-10T16:25:57.000+02:00,10,1804,1804,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,68.08,n/a,7,10,2,0,0,7,1,2,0,0,1,6,1,2,0,0,n/a,wilson,0,2019-10-10T16:28:44.000+02:00,2019-10-10T16:25:57.000+02:00,2019-10-10T16:28:44.000+02:00,uuid:bff9823c-cf90-4683-ad17-d615c1a12a83,bff9823c-cf90-4683-ad17-d615c1a12a83,2019-10-10T14:27:22,,
2019-10-10T16:28:44.000+02:00,11,1305,1305,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,n/a,n/a,7,100,2,0,0,7,10,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-10T16:30:34.000+02:00,2019-10-10T16:28:44.000+02:00,2019-10-10T16:30:34.000+02:00,uuid:e89314eb-8560-4edf-afa6-dbdd0ca17a8a,e89314eb-8560-4edf-afa6-dbdd0ca17a8a,2019-10-10T14:29:13,,
2019-10-10T16:30:35.000+02:00,11,1304,1304,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,n/a,n/a,7,100,2,49,31,7,10,2,4,2,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-10T16:37:56.000+02:00,2019-10-10T16:30:35.000+02:00,2019-10-10T16:37:56.000+02:00,uuid:93f6334f-040c-4517-b964-a32bcf0c9fef,93f6334f-040c-4517-b964-a32bcf0c9fef,2019-10-10T14:36:34,,
2019-10-10T16:37:57.000+02:00,11,1205,1205,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,n/a,n/a,7,100,2,49,45,7,10,2,10,5,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-10T16:45:51.000+02:00,2019-10-10T16:37:57.000+02:00,2019-10-10T16:45:51.000+02:00,uuid:eabff613-7b82-4bc1-ac4f-f7df0625bd69,eabff613-7b82-4bc1-ac4f-f7df0625bd69,2019-10-10T14:44:30,,
2019-10-10T16:45:51.000+02:00,11,1204,1204,2019-10-09T11:22:00.000+02:00,2019-10-09T12:49:00.000+02:00,2019-10-10T13:00:00.000+02:00,n/a,n/a,n/a,7,100,2,49,48,7,10,2,17,1,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-10T16:50:02.000+02:00,2019-10-10T16:45:51.000+02:00,2019-10-10T16:50:02.000+02:00,uuid:c6c04182-da8f-4a74-b919-629a28ca0beb,c6c04182-da8f-4a74-b919-629a28ca0beb,2019-10-10T14:48:40,,
2019-10-11T22:35:24.000+02:00,11,1309,1309,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,100,2,49,40,7,10,2,45,9,0,n/a,n/a,n/a,n/a,n/a,n/a,Annet,0,2019-10-11T22:39:21.000+02:00,2019-10-11T22:35:24.000+02:00,2019-10-11T22:39:21.000+02:00,uuid:1aa34a48-3b5f-43f0-b68c-7f907070bbfc,1aa34a48-3b5f-43f0-b68c-7f907070bbfc,2019-10-11T20:39:26,,
2019-10-11T22:39:21.000+02:00,11,1306,1306,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,100,2,49,43,7,10,2,44,6,0,n/a,n/a,n/a,n/a,n/a,n/a,Annet,0,2019-10-11T22:42:30.000+02:00,2019-10-11T22:39:21.000+02:00,2019-10-11T22:42:30.000+02:00,uuid:470f5de2-0ca0-4ef0-86af-f29666fb680e,470f5de2-0ca0-4ef0-86af-f29666fb680e,2019-10-11T20:42:37,,
2019-10-11T22:42:31.000+02:00,11,1206,1206,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,100,2,49,48,7,10,2,49,13,0,n/a,n/a,n/a,n/a,n/a,n/a,Annet,0,2019-10-11T22:45:02.000+02:00,2019-10-11T22:42:31.000+02:00,2019-10-11T22:45:02.000+02:00,uuid:fa360228-6d0f-4b60-923c-586eb8e2fae1,fa360228-6d0f-4b60-923c-586eb8e2fae1,2019-10-11T20:45:07,,
2019-10-11T22:45:02.000+02:00,11,1209,1209,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,100,2,49,48,7,10,2,49,30,0,n/a,n/a,n/a,n/a,n/a,n/a,Annet,0,2019-10-11T22:47:23.000+02:00,2019-10-11T22:45:02.000+02:00,2019-10-11T22:47:23.000+02:00,uuid:fe36a43f-d3f5-44f3-8288-0415223251ab,fe36a43f-d3f5-44f3-8288-0415223251ab,2019-10-11T20:47:29,,
2019-10-11T22:47:23.000+02:00,11,1203,1203,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:59:00.000+02:00,n/a,n/a,n/a,7,100,2,49,48,7,10,2,49,18,0,n/a,n/a,n/a,n/a,n/a,n/a,Wilson,0,2019-10-11T22:49:33.000+02:00,2019-10-11T22:47:23.000+02:00,2019-10-11T22:49:33.000+02:00,uuid:66bd81cc-3932-44b9-b64f-beeeb029790c,66bd81cc-3932-44b9-b64f-beeeb029790c,2019-10-11T20:49:38,,
2019-10-11T22:49:34.000+02:00,11,1202,1202,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:59:00.000+02:00,n/a,n/a,n/a,7,100,2,49,48,7,10,2,49,33,0,n/a,n/a,n/a,n/a,n/a,n/a,Wilson,0,2019-10-11T22:51:35.000+02:00,2019-10-11T22:49:34.000+02:00,2019-10-11T22:51:35.000+02:00,uuid:fb20385a-63cb-4589-8839-742c9cbe9c3c,fb20385a-63cb-4589-8839-742c9cbe9c3c,2019-10-11T20:51:40,,
2019-10-11T22:51:36.000+02:00,10,1806,1806,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,27.12,n/a,7,10,2,0,0,7,1,2,0,0,1,6,1,2,0,0,n/a,Wilson,0,2019-10-11T22:53:55.000+02:00,2019-10-11T22:51:36.000+02:00,2019-10-11T22:53:55.000+02:00,uuid:41b60c5e-1387-4a1d-8a04-74a0fefafe56,41b60c5e-1387-4a1d-8a04-74a0fefafe56,2019-10-11T20:53:59,,
2019-10-11T22:53:55.000+02:00,10,1809,1809,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:59:00.000+02:00,n/a,26.39,n/a,7,10,2,0,0,7,1,2,0,0,1,6,1,2,0,0,n/a,Wilson,0,2019-10-11T22:56:18.000+02:00,2019-10-11T22:53:55.000+02:00,2019-10-11T22:56:18.000+02:00,uuid:632fe7f8-9d7e-4d00-835b-56bd20715550,632fe7f8-9d7e-4d00-835b-56bd20715550,2019-10-11T20:56:22,,
2019-10-11T22:56:18.000+02:00,8,1606,1606,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:59:00.000+02:00,n/a,n/a,367,7,1,2,6,1,6,1,2,0,0,1,5,1,2,0,0,n/a,Dorcas,0,2019-10-11T22:58:58.000+02:00,2019-10-11T22:56:18.000+02:00,2019-10-11T22:58:58.000+02:00,uuid:954fc5be-c03b-4cd2-945a-90323001469a,954fc5be-c03b-4cd2-945a-90323001469a,2019-10-11T20:59:02,,
2019-10-11T22:58:58.000+02:00,8,1609,1609,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,22.35,7,1,2,0,0,6,1,2,0,0,1,5,1,2,0,0,n/a,Dorcas,0,2019-10-11T23:02:01.000+02:00,2019-10-11T22:58:58.000+02:00,2019-10-11T23:02:01.000+02:00,uuid:64eceb01-46e8-49e0-b8bf-66b09a1e85a2,64eceb01-46e8-49e0-b8bf-66b09a1e85a2,2019-10-11T21:02:06,,
2019-10-11T23:02:01.000+02:00,7,1506,1506,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,10,2,2,0,7,1,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,Wilson,0,2019-10-11T23:03:52.000+02:00,2019-10-11T23:02:01.000+02:00,2019-10-11T23:03:52.000+02:00,uuid:9f194ff0-14a4-4a02-adc9-91c0cc597c5b,9f194ff0-14a4-4a02-adc9-91c0cc597c5b,2019-10-11T21:03:57,,
2019-10-11T23:03:53.000+02:00,7,1509,1509,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,10,2,6,2,7,1,2,1,1,0,n/a,n/a,n/a,n/a,n/a,n/a,Wilson,0,2019-10-11T23:05:49.000+02:00,2019-10-11T23:03:53.000+02:00,2019-10-11T23:05:49.000+02:00,uuid:f6a80626-3c91-4e6d-a04f-e5fa6cde3f3d,f6a80626-3c91-4e6d-a04f-e5fa6cde3f3d,2019-10-11T21:05:55,,
2019-10-11T23:05:50.000+02:00,5,1909,1909,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,10,2,49,21,7,1,2,37,3,0,n/a,n/a,n/a,n/a,n/a,n/a,Annet,0,2019-10-11T23:08:12.000+02:00,2019-10-11T23:05:50.000+02:00,2019-10-11T23:08:12.000+02:00,uuid:5b3d1b12-b26a-4856-9242-a924b5feaf18,5b3d1b12-b26a-4856-9242-a924b5feaf18,2019-10-11T21:08:17,,
2019-10-11T23:08:12.000+02:00,5,1906,1906,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,10,2,45,13,7,1,2,8,0,0,n/a,n/a,n/a,n/a,n/a,n/a,Annet,0,2019-10-11T23:10:25.000+02:00,2019-10-11T23:08:12.000+02:00,2019-10-11T23:10:25.000+02:00,uuid:3cbfd038-1735-47cf-ac44-be7aceae56fa,3cbfd038-1735-47cf-ac44-be7aceae56fa,2019-10-11T21:10:29,,
2019-10-11T23:10:25.000+02:00,3,1106,1106,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,100,2,0,0,7,10,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,Annet,0,2019-10-11T23:12:37.000+02:00,2019-10-11T23:10:25.000+02:00,2019-10-11T23:12:37.000+02:00,uuid:bfd5909d-240e-46d1-b118-e32c13504b64,bfd5909d-240e-46d1-b118-e32c13504b64,2019-10-11T21:12:42,,
2019-10-11T23:12:38.000+02:00,3,1109,1109,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,7,100,2,0,0,7,10,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,Annet,0,2019-10-11T23:15:05.000+02:00,2019-10-11T23:12:38.000+02:00,2019-10-11T23:15:05.000+02:00,uuid:e8e8da56-bd40-43e1-97ec-9f98ebe8e535,e8e8da56-bd40-43e1-97ec-9f98ebe8e535,2019-10-11T21:15:11,,
2019-10-11T23:15:06.000+02:00,2,1709,1709,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,171.85,n/a,n/a,7,10,2,0,0,7,1,2,0,0,1,6,1,2,0,0,n/a,Wilson hu,0,2019-10-11T23:18:19.000+02:00,2019-10-11T23:15:06.000+02:00,2019-10-11T23:18:19.000+02:00,uuid:199ea716-4e71-4fbd-a71f-3bba3cff66eb,199ea716-4e71-4fbd-a71f-3bba3cff66eb,2019-10-11T21:18:24,,
2019-10-11T23:18:19.000+02:00,2,1706,1706,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,198.62,n/a,n/a,7,10,2,11,1,7,1,2,2,0,1,6,1,2,0,0,n/a,Wilson,0,2019-10-11T23:23:39.000+02:00,2019-10-11T23:18:19.000+02:00,2019-10-11T23:23:39.000+02:00,uuid:1206f7fd-a952-48f4-a3f2-b315eb407a35,1206f7fd-a952-48f4-a3f2-b315eb407a35,2019-10-11T21:23:44,,
2019-10-11T23:23:39.000+02:00,1,1406,1406,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,4,1,2,3,1,3,1,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,Dorcas,0,2019-10-11T23:26:08.000+02:00,2019-10-11T23:23:39.000+02:00,2019-10-11T23:26:08.000+02:00,uuid:492c442c-7b9b-4620-af17-0ab02eac0e7f,492c442c-7b9b-4620-af17-0ab02eac0e7f,2019-10-11T21:26:14,,
2019-10-11T23:26:09.000+02:00,1,1409,1409,2019-10-10T12:11:00.000+02:00,2019-10-10T13:45:00.000+02:00,2019-10-11T13:58:00.000+02:00,n/a,n/a,n/a,4,1,2,0,0,3,1,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,Dorcas,0,2019-10-11T23:28:49.000+02:00,2019-10-11T23:26:09.000+02:00,2019-10-11T23:28:49.000+02:00,uuid:d9bd9bb1-7487-417a-a537-a304da4d6893,d9bd9bb1-7487-417a-a537-a304da4d6893,2019-10-11T21:28:54,,
2019-10-10T09:45:53.000+02:00,11,1302,1302,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,n/a,7,100,2,2,0,7,10,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-14T11:08:28.000+02:00,2019-10-10T09:45:53.000+02:00,2019-10-14T11:08:28.000+02:00,uuid:3a3a2eac-0992-4ecb-923c-a3310d51aaac,3a3a2eac-0992-4ecb-923c-a3310d51aaac,2019-10-14T09:07:04,,
2019-10-14T11:08:28.000+02:00,10,1808,1808,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,54.66,n/a,7,10,2,0,0,7,1,2,0,0,1,6,1,2,0,0,n/a,dorcas,0,2019-10-14T11:10:41.000+02:00,2019-10-14T11:08:28.000+02:00,2019-10-14T11:10:41.000+02:00,uuid:69c2346e-0881-474f-8e0e-7f7726befc5b,69c2346e-0881-474f-8e0e-7f7726befc5b,2019-10-14T09:09:18,,
2019-10-14T11:10:41.000+02:00,11,1200,1200,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,n/a,7,100,2,49,43,7,10,2,48,13,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-14T11:12:13.000+02:00,2019-10-14T11:10:41.000+02:00,2019-10-14T11:12:13.000+02:00,uuid:45d49697-0ffa-49dd-bfa4-34e4e6cd4d8e,45d49697-0ffa-49dd-bfa4-34e4e6cd4d8e,2019-10-14T09:10:49,,
2019-10-14T11:12:14.000+02:00,10,1807,1807,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,98.08,n/a,7,10,2,1,0,7,1,2,0,0,1,6,1,2,0,0,n/a,dorcas,0,2019-10-17T11:13:16.000-04:00,2019-10-14T11:12:14.000+02:00,2019-10-17T11:13:16.000-04:00,uuid:aac0832b-5cb4-40cf-8038-a248beea7f0c,aac0832b-5cb4-40cf-8038-a248beea7f0c,2019-10-14T09:12:42,,
2019-10-14T11:14:07.000+02:00,11,1207,1207,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,n/a,7,100,2,49,43,7,10,2,45,13,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-14T11:16:54.000+02:00,2019-10-14T11:14:07.000+02:00,2019-10-14T11:16:54.000+02:00,uuid:1a46a32a-7946-4ef3-a187-c5d122a780d4,1a46a32a-7946-4ef3-a187-c5d122a780d4,2019-10-14T09:15:30,,
2019-10-14T11:16:54.000+02:00,11,1201,1201,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,n/a,7,100,2,49,42,7,10,2,46,10,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-14T11:18:29.000+02:00,2019-10-14T11:16:54.000+02:00,2019-10-14T11:18:29.000+02:00,uuid:ef3e0bd3-552a-4738-a936-19b7afb1a7b4,ef3e0bd3-552a-4738-a936-19b7afb1a7b4,2019-10-14T09:17:05,,
2019-10-14T11:18:29.000+02:00,11,1307,1307,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,n/a,7,100,2,2,0,7,10,2,2,0,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-14T11:19:40.000+02:00,2019-10-14T11:18:29.000+02:00,2019-10-14T11:19:40.000+02:00,uuid:54b6de70-5726-48c5-9818-d82270110666,54b6de70-5726-48c5-9818-d82270110666,2019-10-14T09:18:16,,
2019-10-14T11:19:40.000+02:00,11,1308,1308,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,n/a,7,100,2,9,2,7,10,2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,annet,0,2019-10-14T11:20:54.000+02:00,2019-10-14T11:19:40.000+02:00,2019-10-14T11:20:54.000+02:00,uuid:44998cfc-b7b8-4fe7-9c82-9ea03d1307ec,44998cfc-b7b8-4fe7-9c82-9ea03d1307ec,2019-10-14T09:19:30,,
2019-10-14T11:20:55.000+02:00,8,1608,1608,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,368,7,1,2,30,10,6,1,2,7,2,1,5,1,2,3,0,n/a,dorcas,0,2019-10-14T11:23:25.000+02:00,2019-10-14T11:20:55.000+02:00,2019-10-14T11:23:25.000+02:00,uuid:391ee9cd-ca80-404a-b205-5501398da5f6,391ee9cd-ca80-404a-b205-5501398da5f6,2019-10-14T09:22:01,,
2019-10-14T11:23:26.000+02:00,8,1607,1607,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,234,7,1,2,0,0,6,1,2,0,0,1,5,1,2,0,0,n/a,dorcas,0,2019-10-14T11:24:58.000+02:00,2019-10-14T11:23:26.000+02:00,2019-10-14T11:24:58.000+02:00,uuid:27378173-7e17-406a-9a96-399c97f627ab,27378173-7e17-406a-9a96-399c97f627ab,2019-10-14T09:23:34,,
2019-10-14T11:24:59.000+02:00,7,1507,1507,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,n/a,7,10,2,15,3,6,1,2,2,0,0,n/a,n/a,n/a,n/a,n/a,n/a,wilson,0,2019-10-14T11:27:50.000+02:00,2019-10-14T11:24:59.000+02:00,2019-10-14T11:27:50.000+02:00,uuid:7c1630a4-6b3f-4d78-bc9d-5e7ceedd8b75,7c1630a4-6b3f-4d78-bc9d-5e7ceedd8b75,2019-10-14T09:26:27,,
2019-10-14T11:27:50.000+02:00,7,1508,1508,2019-10-11T11:35:00.000+02:00,2019-10-11T13:20:00.000+02:00,2019-10-12T14:05:00.000+02:00,n/a,n/a,n/a,7,10,2,38,28,6,1,2,8,1,0,n/a,n/a,n/a,n/a,n/a,n/a,wilson,0,2019-10-14T11:32:55.000+02:00,2019-10-14T11:27:50.000+02:00,2019-10-14T11:32:55.000+02:00,uuid:0efeac37-e422-4648-92b1-b3b593be9e3a,0efeac37-e422-4648-92b1-b3b593be9e3a,2019-10-14T09:33:42,,
